compound,smiles,valid_smiles,smiles_canonical,inchi_key
CPD-13689,C[C@H](CCC[C@@H](C(=O)[O-])C)[C@H]3(CC[C@H]4([C@@H]2(CCC1(\[C@@](CCC(=O)\C=1)(C)[C@H]2CC[C@](C)34)))),True,C[C@H](CCC[C@H](C)C(=O)[O-])[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,PSXQJZDFWDKBIP-KMPPVSSLSA-M
CPD-13691,C[C@H](CCC[C@@H](C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])C)[C@H]6(CC[C@H]7([C@@H]5(CCC4(\[C@@](CCC(=O)\C=4)(C)[C@H]5CC[C@](C)67)))),True,C[C@H](CCC[C@H](C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,QHTNQHCVKNUPEI-ZAXAEIALSA-J
CPD-18271,CC(/C([O-])=O)=C\C(CC(=O)C([O-])=O)=O,True,C/C(=C\C(=O)CC(=O)C(=O)[O-])C(=O)[O-],FLEYITPUELIUDL-DUXPYHPUSA-L
CPD-22373,CC(C)=CCCC(\C)=C/CS,True,CC(C)=CCC/C(C)=C\CS,FACAUSJJVBMWLV-YFHOEESVSA-N
CPD-18273,CC(/C(CC(=O)C([O-])=O)=O)=C\C([O-])=O,True,C/C(=C\C(=O)[O-])C(=O)CC(=O)C(=O)[O-],JOAPNSZVZABVIR-DUXPYHPUSA-L
CPD-13756,CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/[C@@H]1([C@H](O)CC[C@]2(C)(C(=O)CC[C@@H]12)))COP(=O)(OP(=O)(OC[C@@H]3([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O3)N4(C5(\N=C/N=C(C(\N=C/4)=5)/N))))[O-])[O-],True,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/[C@@H]1[C@H](O)CC[C@]2(C)C(=O)CC[C@@H]12,MHYJAWUBQZNCMM-OQKZBKOQSA-J
CPD-21417,CC(C(=O)CCC(=O)[O-])/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-],True,CC(/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])C(=O)CCC(=O)[O-],DCIFHUBNGNDJPP-ZKOLKFIGSA-I
T2-DECENOYL-COA,CCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-],True,CCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],MGNBGCRQQFMNBM-YJHHLLFWSA-J
CPD-7222,CCCCCCCCC/C=C/C(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O,True,CCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],IRFYVBULXZMEDE-DEEZISNZSA-J
CPD-9768,CCCCCCCCCCCCC/C=C/C(=O)[O-],True,CCCCCCCCCCCCC/C=C/C(=O)[O-],ZVRMGCSSSYZGSM-CCEZHUSRSA-M
CPD0-2117,CCCCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC([C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@@H]1([C@@H](OP(=O)([O-])[O-])[C@@H](O)[C@@H](O1)N2(\C=N/C3(C(/N)=N\C=N/C2=3))))=O,True,CCCCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],JUPAQFRKPHPXLD-MSHHSVQMSA-J
CPD0-2108,CCCCC/C=C/C(=O)SCCNC(=O)CCNC([C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@@H]1([C@@H](OP(=O)([O-])[O-])[C@@H](O)[C@@H](O1)N2(\C=N/C3(C(/N)=N\C=N/C2=3))))=O,True,CCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CPSDNAXXKWVYIY-NTLMCJQISA-J
CPD-10262,CCCCCCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC([C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@@H]1([C@@H](OP(=O)([O-])[O-])[C@@H](O)[C@@H](O1)N2(\C=N/C3(C(/N)=N\C=N/C2=3))))=O,True,CCCCCCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],NBCCUIHOHUKBMK-ZDDAFBBHSA-J
CPD1G01-2,CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/CCCCCC1(\C=C/C=C\C=1))COP(=O)(OP(=O)(OC[C@H]2(O[C@H]([C@@H]([C@@H]2OP([O-])(=O)[O-])O)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-],True,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/CCCCCc1ccccc1,GMXAYUYYDPBWHU-NHEDGNSYSA-J
CPD-15568,CCCCCCCCCCC/C=C/C(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O,True,CCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],MBCVYCOKMMMWLX-YYMFEJJQSA-J
CPD-15661,CCCCCC/C=C/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-],True,CCCCCC/C=C/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],SZKPLUULGGERFD-MSNZEOPQSA-J
CPD-17813,CCCC\C=C/CCCCCCC/C=C/C(=O)SCCNC(=O)CCNC([C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@@H]1([C@@H](OP(=O)([O-])[O-])[C@@H](O)[C@@H](O1)N2(\C=N/C3(C(/N)=N\C=N/C2=3))))=O,True,CCCC/C=C\CCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],AMSSMXHTRODKSM-FYYFNCOUSA-J
CPD-19163,CCCCCC\C=C/CCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-],True,CCCCCC/C=C\CCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],OPMPWWFMNYWBGF-PKYBCSRXSA-J
CPD-15566,CCCCCCCCC/C=C/C=C/C(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O,True,CCCCCCCCC/C=C/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],ULOGSHZMDLRQRY-INBGBNCRSA-J
T2-C4-DECADIENYL-COA,CCCCC\C=C/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-],True,CCCCC/C=C\C=C\C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],FASAKYLWSRDQOH-IMVFQKDNSA-J
CPD-15654,CCCCCC\C=C/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-],True,CCCCCC/C=C\C=C\C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],SZKPLUULGGERFD-NFPSBOAPSA-J
CPD-19150,CCCCCC\C=C/C/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-],True,CCCCCC/C=C\C/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],ZSJRXHRCABOSNC-SHJPOGNXSA-J
CPD0-1162,CCCCCCCC\C=C/C/C=C/C(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O,True,CCCCCCCC/C=C\C/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],JVEFYXPCQBMMAA-ZMLWRGBOSA-J
FARNESYL-PP,CC(C)=CCCC(\C)=C/CCC(\C)=C/COP(OP([O-])(=O)[O-])(=O)[O-],True,CC(C)=CCC/C(C)=C\CC/C(C)=C\COP(=O)([O-])OP(=O)([O-])[O-],VWFJDQUYCIWHTN-FBXUGWQNSA-K
CPD-18492,CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC/C=C/C(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O,True,CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],UYOKHWFEUAJFMG-UIYHDVLFSA-J
CPD-17386,CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC/C=C/C(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O,True,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],NVOWZIBKQIWTDG-ADUCOSNASA-J
CPD-19170,CCCCCCCC\C=C/CCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-],True,CCCCCCCC/C=C\CCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],YQARRKBGBKPBCX-DVZFGLDUSA-J
CPD-19161,CCCCCC\C=C/CCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-],True,CCCCCC/C=C\CCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],MWKSUVQQMPJTPP-DTPVMWFYSA-J
CPD-19162,CCCCCC\C=C/CCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-],True,CCCCCC/C=C\CCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],BEQWCBBSKHMRCA-HENMZMGOSA-J
CPD-19172,CCCCCCCC\C=C/CCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-],True,CCCCCCCC/C=C\CCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],REOYMONHGHULEY-PPSVNWDXSA-J
CPD-13357,CC(C)(O)[C@@H](O)C(=O)[O-],True,CC(C)(O)[C@@H](O)C(=O)[O-],JTEYKUFKXGDTEU-VKHMYHEASA-M
CPD-12699,CC[C@](C)(O)C#N,True,CC[C@](C)(O)C#N,VMEHOTODTPXCKT-YFKPBYRVSA-N
CPD-618,C[C@@]([C@H](CC([O-])=O)C([O-])=O)(C([O-])=O)O,True,C[C@](O)(C(=O)[O-])[C@H](CC(=O)[O-])C(=O)[O-],HHKPKXCSHMJWCF-WVBDSBKLSA-K
2-D-THREO-HYDROXY-3-CARBOXY-ISOCAPROATE,CC(C)[C@H](C([O-])=O)[C@H](C([O-])=O)O,True,CC(C)[C@H](C(=O)[O-])[C@@H](O)C(=O)[O-],RNQHMTFBUSSBJQ-CRCLSJGQSA-L
CPD-19757,CC(=O)N[C@@H](CC[NH3+])C(=O)[O-],True,CC(=O)N[C@@H](CC[NH3+])C(=O)[O-],SUUKRBBXVBJLSS-YFKPBYRVSA-N
CPD-9517,C=C(O[C@H]1(\C=C/C=C([C@@H]1[NH3+])/C(=O)[O-]))C(=O)[O-],True,C=C(O[C@H]1C=CC=C(C(=O)[O-])[C@@H]1[NH3+])C(=O)[O-],OKLGKGPAZUNROU-YUMQZZPRSA-M
CPD-7100,CC([C@H](C(=O)[O-])C(=O)C(=O)[O-])C,True,CC(C)[C@H](C(=O)[O-])C(=O)C(=O)[O-],HIIZAGQWABAMRR-BYPYZUCNSA-L
3-CARBOXY-3-HYDROXY-ISOCAPROATE,CC(C)[C@@](O)(CC(=O)[O-])C([O-])=O,True,CC(C)[C@@](O)(CC(=O)[O-])C(=O)[O-],BITYXLXUCSKTJS-ZETCQYMHSA-L
CPD-9406,CC[C@H](C(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O)C([O-])=O,True,CC[C@@H](C(=O)[O-])C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],VUGZQVCBBBEZQE-UQCJFRAESA-I
DIHYDRO-DIOH-BENZOATE,C([O-])(=O)C1(\[C@@H]([C@H](\C=C/C=1)O)O),True,O=C([O-])C1=CC=C[C@H](O)[C@H]1O,INCSWYKICIYAHB-WDSKDSINSA-M
CPD-622,C[C@H](C(=O)[O-])[C@@](O)(CC(=O)[O-])C(=O)[O-],True,C[C@H](C(=O)[O-])[C@@](O)(CC(=O)[O-])C(=O)[O-],YNOXCRMFGMSKIJ-NFNCENRGSA-K
2-METHYL-3-HYDROXY-BUTYRYL-COA,C[C@H](C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])[C@H](C)O,True,C[C@H](O)[C@H](C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],PEKYNTFSOBAABV-LQUDNSJZSA-J
CPD-14443,C1([C@H](O)CC(/C([O-])=O)=N\[C@@H]1C([O-])=O),True,O=C([O-])C1=N[C@H](C(=O)[O-])C[C@H](O)C1,DVTPRYHENFBCII-IMJSIDKUSA-L
CPD-15056,C\C=C(C(=O)[O-])/N,True,C/C=C(\N)C(=O)[O-],PAWSVPVNIXFKOS-IHWYPQMZSA-M
CPD-14447,C=C\C=C(C([O-])=O)/O,True,C=C/C=C(\O)C(=O)[O-],VHTQQDXPNUTMNB-ARJAWSKDSA-M
CPD-13339,C([O-])(=O)/C=C/C=C(C(=O)[O-])\O,True,O=C([O-])/C=C/C=C(\O)C(=O)[O-],JBEBGTMCZIGUTK-TZFCGSKZSA-L
CPD-18635,C(\C(\O)=C/C=O)=C\C(=O)[O-],True,O=C/C=C(O)\C=C/C(=O)[O-],NJOJKLHNRGFVOS-REDYYMJGSA-M
CPD-787,C([O-])(=O)C\C=C/C=C(C(=O)[O-])\O,True,O=C([O-])C/C=C\C=C(/O)C(=O)[O-],ZBCBETMBSDTINL-NWJCXACMSA-L
CPD-13712,C\C=C/C=C(C(=O)[O-])\O,True,C/C=C\C=C(/O)C(=O)[O-],VPGPQVKJUYKKNN-LDIADDGTSA-M
CPD-782,C([O-])(=O)CC1(\C=C/C(/O)=C(\C=1)/O),True,O=C([O-])Cc1ccc(O)c(O)c1,CFFZDZCDUFSOFZ-UHFFFAOYSA-M
CPD-8742,C([O-])(=O)C/C=C/C(=O)C(=O)[O-],True,O=C([O-])C/C=C/C(=O)C(=O)[O-],QTHJXLFFFTVYJC-OWOJBTEDSA-L
CPD-15692,CCCCCC/C=C/CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-],True,CCCCCC/C=C/CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CQGVNMQHZQJNII-ZJZQAHHTSA-J
CPD-15567,CCCCCCCCCC/C=C/CC(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O,True,CCCCCCCCCC/C=C/CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],SSOCUKXLUZQJHU-CTFJFIKLSA-J
CPD-15655,CCCCCCC/C=C/CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-],True,CCCCCCC/C=C/CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],HVXCCJIYXIZGOP-NADLOITOSA-J
CPD-785,C(C[C@H](/C=C/C(C([O-])=O)=O)C([O-])=O)([O-])=O,True,O=C([O-])C[C@H](/C=C/C(=O)C(=O)[O-])C(=O)[O-],WHGVLEMQINVDLH-QPHDTYRISA-K
CPD0-1158,CCCCCCCC\C=C/C=C/CC(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O,True,CCCCCCCC/C=C\C=C\CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],QADUDNMSWUFMGZ-ROGIYNEGSA-J
CPD0-1159,CCCCCCCC\C=C/C=C/CC(=O)[O-],True,CCCCCCCC/C=C\C=C\CC(=O)[O-],YRUMHTHCEZRHTN-XAZJVICWSA-M
CPD-21414,C[C@@H]4(CCC(=O)C(/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=C(CCC(=O)[O-])\4),True,C[C@@H]1CCC(=O)C(C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2OP(=O)([O-])[O-])=C1CCC(=O)[O-],YGPXJBGPTHBWOJ-FMCILZLBSA-I
3OH-4P-OH-ALPHA-KETOBUTYRATE,C([C@H](C(C([O-])=O)=O)O)OP([O-])(=O)[O-],True,O=C([O-])C(=O)[C@H](O)COP(=O)([O-])[O-],MZJFVXDTNBHTKZ-UWTATZPHSA-K
CPD-12779,CCCCCCC[C@@H](O)CC(=O)[O-],True,CCCCCCC[C@@H](O)CC(=O)[O-],FYSSBMZUBSBFJL-SECBINFHSA-M
CPD-13533,CC[C@H](CC(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O)O,True,CC[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],YYGYPCRWZMLSGK-MXYRDGFCSA-J
CPD-21418,CC(C(=O)CCC(=O)[O-])[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-],True,CC(C(=O)CCC(=O)[O-])[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CPEILUREEUDSOR-AUUABZJMSA-I
