compound,smiles,valid_smiles,smiles_canonical,inchi_key
CPD-20836,CC%15(/C=C2(C(/[N+]3(/[Co-3]689([N+]%11(/[C@]4(C)([C@@](C)(CC(N)=O)[C@H](CCC(=O)N)C(\C(/C)=C%10([C@@](CC(=O)N)([C@H](CCC(N)=O)C(\C=C7(C(C)(C)[C@H](CCC(N)=O)C(\C(/C)=C5([C@](CCC(NC[C@@H](C)OP([O-])(=O)O[C@H]1([C@@H](O)[C@H](O[C@H](COP([O-])(=O)[O-])1)N2/C=3))=O)([C@@H](CC(N)=O)[C@H]4N56)C))=[N+]7\8))=[N+]9%10)C))=%11)))(C[C@@H]%12([C@H]([C@@H](O)[C@@H](O%12)N%13(\C=N/C%14(\C/%13=N/C=N\C(/N)=%14)))O))))=C\C(\OC)=%15)),True,COc1cc2c(cc1C)n1c[n+]2[Co-3]234([CH2][C@H]5O[C@@H](n6cnc7c(N)ncnc76)[C@H](O)[C@@H]5O)[N]5C6=C(C)C7=[N+]2C(=CC2=[N+]3C(=C(C)C3=[N+]4[C@@](C)([C@H]5[C@H](CC(N)=O)[C@@]6(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@H]4[C@@H](O)[C@@H]1O[C@@H]4COP(=O)([O-])[O-])[C@@](C)(CC(N)=O)[C@@H]3CCC(N)=O)[C@@](C)(CC(N)=O)[C@@H]2CCC(N)=O)C(C)(C)[C@@H]7CCC(N)=O,BJPVZZGWVLYHJG-CRNCEFDCSA-J
CPD-20847,C[C@H]2(OP([O-])(=O)O[C@H]1([C@@H](O)[C@H](O[C@H](CO)1)N%14(C%15(\C(\[N+](\[Co-3]578([N+]%10(/[C@]3(C)([C@@](C)(CC(N)=O)[C@H](CCC(=O)N)C(\C(/C)=C9([C@@](CC(=O)N)([C@H](CCC(N)=O)C(\C=C6(C(C)(C)[C@H](CCC(N)=O)C(\C(/C)=C4([C@](CCC(NC2)=O)([C@@H](CC(N)=O)[C@H]3N45)C))=[N+]6\7))=[N+]89)C))=%10)))(C[C@@H]%11([C@H]([C@@H](O)[C@@H](O%11)N%12(\C=N/C%13(\C/%12=N/C=N\C(/N)=%13)))O)))=C/%14)=C/C(/OC)=C\C=%15)))),True,COc1ccc2c(c1)[n+]1cn2[C@H]2O[C@H](CO)[C@@H](OP(=O)([O-])O[C@H](C)CNC(=O)CC[C@@]3(C)C4=C(C)C5=[N+]6C(=CC7=[N+]8C(=C(C)C9=[N+]%10[C@@](C)([C@@H]([C@@H]3CC(N)=O)[N]4[Co-3]68%101[CH2][C@H]1O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]1O)[C@@](C)(CC(N)=O)[C@@H]9CCC(N)=O)[C@@](C)(CC(N)=O)[C@@H]7CCC(N)=O)C(C)(C)[C@@H]5CCC(N)=O)[C@H]2O,ZPZDVGOAUUJCKH-AQBUFCLLSA-L
CPD-13940,C[C@H]2(OP([O-])(=O)O[C@H]1([C@@H](O)[C@H](O[C@H](COP([O-])(=O)[O-])1)N%14(C%15(\C(\[N+](\[Co-3]578([N+]%10(/[C@]3(C)([C@@](C)(CC(N)=O)[C@H](CCC(=O)N)C(\C(/C)=C9([C@@](CC(=O)N)([C@H](CCC(N)=O)C(\C=C6(C(C)(C)[C@H](CCC(N)=O)C(\C(/C)=C4([C@](CCC(NC2)=O)([C@@H](CC(N)=O)[C@H]3N45)C))=[N+]6\7))=[N+]89)C))=%10)))(C[C@@H]%11([C@H]([C@@H](O)[C@@H](O%11)N%12(\C=N/C%13(\C/%12=N/C=N\C(/N)=%13)))O)))=C/%14)=C/C(/OC)=C\C=%15)))),True,COc1ccc2c(c1)[n+]1cn2[C@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](OP(=O)([O-])O[C@H](C)CNC(=O)CC[C@@]3(C)C4=C(C)C5=[N+]6C(=CC7=[N+]8C(=C(C)C9=[N+]%10[C@@](C)([C@@H]([C@@H]3CC(N)=O)[N]4[Co-3]68%101[CH2][C@H]1O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]1O)[C@@](C)(CC(N)=O)[C@@H]9CCC(N)=O)[C@@](C)(CC(N)=O)[C@@H]7CCC(N)=O)C(C)(C)[C@@H]5CCC(N)=O)[C@H]2O,AOZIWPIWBKOFIH-AQBUFCLLSA-J
CPD-20846,CC%12(\C=C/C%13(/N%14([C@H]%15(O[C@H](CO)[C@@H](OP([O-])(=O)O[C@H](C)CNC(=O)CC[C@@]1([C@@H](CC(N)=O)[C@@H]2([C@@]3(C)([C@@](C)(CC(N)=O)[C@H](CCC(=O)N)C4(\C(/C)=C7([C@@](CC(=O)N)([C@H](CCC(N)=O)C8(\C=C5(C(C)(C)[C@H](CCC(N)=O)C6(\C(/C)=C1/N2[Co-3]([N+]\3=4)([N+]\5=6)([N+]7=8)(C[C@@H]9([C@H]([C@@H](O)[C@@H](O9)N%10(\C=N/C%11(\C/%10=N/C=N\C(/N)=%11)))O))[N+](\C(/C=%12)=%13)=C/%14))))C)))))(C))[C@@H](O)%15)))),True,CC1=C2[N]3[C@@H]4[C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@H]2[C@@H](O)[C@H](O[C@@H]2CO)n2c[n+](c5cc(C)ccc52)[Co-3]325([CH2][C@H]3O[C@@H](n6cnc7c(N)ncnc76)[C@H](O)[C@@H]3O)[N+]3=C1[C@@H](CCC(N)=O)C(C)(C)C3=CC1=[N+]2C(=C(C)C2=[N+]5[C@]4(C)[C@@](C)(CC(N)=O)[C@@H]2CCC(N)=O)[C@@](C)(CC(N)=O)[C@@H]1CCC(N)=O,PLEJIIQHFAIAAK-RREDJJRCSA-L
CPD-20839,CC%12(\C=C/C%13(/N%14([C@H]%15(O[C@H](COP([O-])(=O)[O-])[C@@H](OP([O-])(=O)O[C@H](C)CNC(=O)CC[C@@]1([C@@H](CC(N)=O)[C@@H]2([C@@]3(C)([C@@](C)(CC(N)=O)[C@H](CCC(=O)N)C4(\C(/C)=C7([C@@](CC(=O)N)([C@H](CCC(N)=O)C8(\C=C5(C(C)(C)[C@H](CCC(N)=O)C6(\C(/C)=C1/N2[Co-3]([N+]\3=4)([N+]\5=6)([N+]7=8)(C[C@@H]9([C@H]([C@@H](O)[C@@H](O9)N%10(\C=N/C%11(\C/%10=N/C=N\C(/N)=%11)))O))[N+](\C(/C=%12)=%13)=C/%14))))C)))))(C))[C@@H](O)%15)))),True,CC1=C2[N]3[C@@H]4[C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@H]2[C@@H](O)[C@H](O[C@@H]2COP(=O)([O-])[O-])n2c[n+](c5cc(C)ccc52)[Co-3]325([CH2][C@H]3O[C@@H](n6cnc7c(N)ncnc76)[C@H](O)[C@@H]3O)[N+]3=C1[C@@H](CCC(N)=O)C(C)(C)C3=CC1=[N+]2C(=C(C)C2=[N+]5[C@]4(C)[C@@](C)(CC(N)=O)[C@@H]2CCC(N)=O)[C@@](C)(CC(N)=O)[C@@H]1CCC(N)=O,DJYJMCJLFQBTMA-RREDJJRCSA-J
CPD-17189,C[C@@H]2(OP([O-])(=O)O[C@H]1([C@@H](O)[C@H](O[C@H](CO)1)N%14(C%15(/C(/N)=N\C=N/C(/[N+](/[Co-3]578([N+]%10(/[C@]3(C)([C@@](C)(CC(N)=O)[C@H](CCC(=O)N)C(\C(/C)=C9([C@@](CC(=O)N)([C@H](CCC(N)=O)C(\C=C6(C(C)(C)[C@H](CCC(N)=O)C(\C(/C)=C4([C@@](CCC(NC2)=O)([C@@H](CC(N)=O)[C@H]3N45)C))=[N+]6\7))=[N+]89)C))=%10)))(C[C@@H]%11([C@H]([C@@H](O)[C@@H](O%11)N%12(\C=N/C%13(\C/%12=N/C=N\C(/N)=%13)))O)))=C\%14)=%15)))),True,CC1=C2[N+]3=C(C=C4[N+]5=C(C(C)=C6[N]7[C@@H]8[C@H](CC(N)=O)[C@]6(C)CCC(=O)NC[C@H](C)OP(=O)([O-])O[C@H]6[C@@H](O)[C@H](O[C@@H]6CO)n6c[n+](c9ncnc(N)c96)[Co-3]753([CH2][C@H]3O[C@@H](n5cnc6c(N)ncnc65)[C@H](O)[C@@H]3O)[N+]3=C1[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@]83C)[C@@H](CCC(N)=O)C4(C)C)[C@@H](CCC(N)=O)[C@]2(C)CC(N)=O,FPJHYSJJUNINIK-DEWHXLKRSA-L
CPD-20856,C[C@@H]2(OP([O-])(=O)O[C@H]1([C@@H](O)[C@H](O[C@H](COP([O-])(=O)[O-])1)N%14(C%15(/C(/N)=N\C=N/C(/[N+](/[Co-3]578([N+]%10(/[C@]3(C)([C@@](C)(CC(N)=O)[C@H](CCC(=O)N)C(\C(/C)=C9([C@@](CC(=O)N)([C@H](CCC(N)=O)C(\C=C6(C(C)(C)[C@H](CCC(N)=O)C(\C(/C)=C4([C@@](CCC(NC2)=O)([C@@H](CC(N)=O)[C@H]3N45)C))=[N+]6\7))=[N+]89)C))=%10)))(C[C@@H]%11([C@H]([C@@H](O)[C@@H](O%11)N%12(\C=N/C%13(\C/%12=N/C=N\C(/N)=%13)))O)))=C\%14)=%15)))),True,CC1=C2[N+]3=C(C=C4[N+]5=C(C(C)=C6[N]7[C@@H]8[C@H](CC(N)=O)[C@]6(C)CCC(=O)NC[C@H](C)OP(=O)([O-])O[C@H]6[C@@H](O)[C@H](O[C@@H]6COP(=O)([O-])[O-])n6c[n+](c9ncnc(N)c96)[Co-3]753([CH2][C@H]3O[C@@H](n5cnc6c(N)ncnc65)[C@H](O)[C@@H]3O)[N+]3=C1[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@]83C)[C@@H](CCC(N)=O)C4(C)C)[C@@H](CCC(N)=O)[C@]2(C)CC(N)=O,CBLVWZGLMIKBQV-DEWHXLKRSA-J
CPD-20845,C[C@H]2(OP([O-])(=O)O[C@H]1([C@@H](O)[C@H](O[C@H](CO)1)N%14(C%15(\C(\[N+](\[Co-3]578([N+]%10(/[C@]3(C)([C@@](C)(CC(N)=O)[C@H](CCC(=O)N)C(\C(/C)=C9([C@@](CC(=O)N)([C@H](CCC(N)=O)C(\C=C6(C(C)(C)[C@H](CCC(N)=O)C(\C(/C)=C4([C@](CCC(NC2)=O)([C@@H](CC(N)=O)[C@H]3N45)C))=[N+]6\7))=[N+]89)C))=%10)))(C[C@@H]%11([C@H]([C@@H](O)[C@@H](O%11)N%12(\C=N/C%13(\C/%12=N/C=N\C(/N)=%13)))O)))=C/%14)=C/C=C\C=%15)))),True,CC1=C2[N]3[C@@H]4[C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@H]2[C@@H](O)[C@H](O[C@@H]2CO)n2c[n+](c5ccccc52)[Co-3]325([CH2][C@H]3O[C@@H](n6cnc7c(N)ncnc76)[C@H](O)[C@@H]3O)[N+]3=C1[C@@H](CCC(N)=O)C(C)(C)C3=CC1=[N+]2C(=C(C)C2=[N+]5[C@]4(C)[C@@](C)(CC(N)=O)[C@@H]2CCC(N)=O)[C@@](C)(CC(N)=O)[C@@H]1CCC(N)=O,BNJLEYHNZUNFLM-MFEWHAKXSA-L
CPD-20833,C[C@H]2(OP([O-])(=O)O[C@H]1([C@@H](O)[C@H](O[C@H](COP([O-])(=O)[O-])1)N%14(C%15(\C(\[N+](\[Co-3]578([N+]%10(/[C@]3(C)([C@@](C)(CC(N)=O)[C@H](CCC(=O)N)C(\C(/C)=C9([C@@](CC(=O)N)([C@H](CCC(N)=O)C(\C=C6(C(C)(C)[C@H](CCC(N)=O)C(\C(/C)=C4([C@](CCC(NC2)=O)([C@@H](CC(N)=O)[C@H]3N45)C))=[N+]6\7))=[N+]89)C))=%10)))(C[C@@H]%11([C@H]([C@@H](O)[C@@H](O%11)N%12(\C=N/C%13(\C/%12=N/C=N\C(/N)=%13)))O)))=C/%14)=C/C=C\C=%15)))),True,CC1=C2[N]3[C@@H]4[C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@H]2[C@@H](O)[C@H](O[C@@H]2COP(=O)([O-])[O-])n2c[n+](c5ccccc52)[Co-3]325([CH2][C@H]3O[C@@H](n6cnc7c(N)ncnc76)[C@H](O)[C@@H]3O)[N+]3=C1[C@@H](CCC(N)=O)C(C)(C)C3=CC1=[N+]2C(=C(C)C2=[N+]5[C@]4(C)[C@@](C)(CC(N)=O)[C@@H]2CCC(N)=O)[C@@](C)(CC(N)=O)[C@@H]1CCC(N)=O,YMOSEEZREYQVCX-MFEWHAKXSA-J
COB-I-ALAMIN,CC%12(\C=C8(C(/N9([C@H]%11(O[C@H](CO)[C@@H](OP([O-])(=O)O[C@H](C)CNC(=O)CC[C@]1(C)([C@@H](CC(N)=O)[C@@H]%10([C@@]6(C)([C@@](C)(CC(N)=O)[C@H](CCC(=O)N)C7(\C(/C)=C4([C@](CC(=O)N)(C)[C@H](CCC(N)=O)C5(\C=C2(C(C)(C)[C@H](CCC(N)=O)C3(\C(/C)=C1/N([Co-4]([N+]\2=3)([N+]4=5)([N+]\6=7)[N+]/8=C/9)%10)))))))))[C@@H](O)%11)))=C\C(/C)=%12)),True,CC1=C2[N]3[C@@H]4[C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@H]2[C@@H](O)[C@H](O[C@@H]2CO)n2c[n+](c5cc(C)c(C)cc52)[Co-4]325[N+]3=C1[C@@H](CCC(N)=O)C(C)(C)C3=CC1=[N+]2C(=C(C)C2=[N+]5[C@]4(C)[C@@](C)(CC(N)=O)[C@@H]2CCC(N)=O)[C@@](C)(CC(N)=O)[C@@H]1CCC(N)=O,OMAOKVYASDIYQG-DSRCUDDDSA-L
CPD-20909,CC3(\C8(/[C@@H](CCC([O-])=O)[C@](C)(C)C4(\[N+](\[Co-3]25([N+]7(/[C@]([C@@H]1([C@@H]([C@](CCC([O-])=O)(C)C(\N12)=3)CC([O-])=O))(C)[C@@](C)(CC(N)=O)[C@H](CCC(=O)[O-])C(\C(/C)=C6([C@@](C)(CC(N)=O)[C@@H](C(\C=4)=[N+]56)CCC([O-])=O))=7)))=8))).[a [corrinoid adenosyltransferase]],False,,
CPD-1829,CC%12(\C=C8(C(/N9([C@H]%11(O[C@H](CO)[C@@H](OP([O-])(=O)O[C@H](C)CNC(=O)CC[C@]1(C)([C@@H](CC(N)=O)[C@@H]%10([C@@]4(C)([C@@](C)(CC(N)=O)[C@H](CCC(=O)N)C5(\C(/C)=C6([C@](CC(=O)N)(C)[C@H](CCC(N)=O)C7(\C=C2(C(C)(C)[C@H](CCC(N)=O)C3(\C(/C)=C1/N([Co-3]([N+]\2=3)([N+]\4=5)([N+]6=7)[N+]/8=C/9)%10)))))))))[C@@H](O)%11)))=C\C(/C)=%12)),True,CC1=C2[N]3[C@@H]4[C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@H]2[C@@H](O)[C@H](O[C@@H]2CO)n2c[n+](c5cc(C)c(C)cc52)[Co-3]325[N+]3=C1[C@@H](CCC(N)=O)C(C)(C)C3=CC1=[N+]2C(=C(C)C2=[N+]5[C@]4(C)[C@@](C)(CC(N)=O)[C@@H]2CCC(N)=O)[C@@](C)(CC(N)=O)[C@@H]1CCC(N)=O,ASARMUCNOOHMLO-DSRCUDDDSA-L
CPD-20903,C[C@@H](O)CNC(=O)CC[C@]1(C)([C@@H](CC(=O)N)[C@@H]8([C@@]6(C)([C@@](C)(CC(N)=O)[C@H](CCC(N)=O)C7(\C(/C)=C4([C@@](C)(CC(N)=O)[C@H](CCC(N)=O)C5(\C=C2(C(C)(C)[C@H](CCC(N)=O)C3(\C(/C)=C1/N([Co-2]([N+]\2=3)([N+]4=5)[N+]\6=7)8)))))))),True,CC1=C2[N]3[C@H]([C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@@H](C)O)[C@]2(C)[N+]4=C(C(C)=C5[N+]6=C(C=C7[N+](=C1[C@@H](CCC(N)=O)C7(C)C)[Co-2]364)[C@@H](CCC(N)=O)[C@]5(C)CC(N)=O)[C@@H](CCC(N)=O)[C@]2(C)CC(N)=O,GFVWZOGCSKVPRA-JFYQDRLCSA-M
CPD-689,CC3(\C8(/[C@@H](CCC([O-])=O)[C@](C)(C)C4(\[N+](\[Co-2]25([N+]7(/[C@]([C@@H]1([C@@H]([C@](CCC([O-])=O)(C)C(\N12)=3)CC([O-])=O))(C)[C@@](C)(CC(N)=O)[C@H](CCC(=O)[O-])C(\C(/C)=C6([C@@](C)(CC(N)=O)[C@@H](C(\C=4)=[N+]56)CCC([O-])=O))=7)))=8))),True,CC1=C2[N]3[C@@H]([C@H](CC(=O)[O-])[C@@]2(C)CCC(=O)[O-])[C@]2(C)[N+]4=C(C(C)=C5[N+]6=C(C=C7[N+](=C1[C@@H](CCC(=O)[O-])C7(C)C)[Co-2]364)[C@@H](CCC(=O)[O-])[C@]5(C)CC(N)=O)[C@@H](CCC(=O)[O-])[C@]2(C)CC(N)=O,IADMSJRJSGLGJI-RXRJAZRGSA-H
CPD-20908,CC3(\C8(/[C@@H](CCC([O-])=O)[C@](C)(C)C4(\[N+](\[Co-2]25([N+]7(/[C@]([C@@H]1([C@@H]([C@](CCC([O-])=O)(C)C(\N12)=3)CC([O-])=O))(C)[C@@](C)(CC(N)=O)[C@H](CCC(=O)[O-])C(\C(/C)=C6([C@@](C)(CC(N)=O)[C@@H](C(\C=4)=[N+]56)CCC([O-])=O))=7)))=8))).[a [corrinoid adenosyltransferase]],False,,
CPD-15182,CC2(\C8(/[C@@H](CCC([O-])=O)[C@](C)(C)C3(\[N+](\[Co-2]47(N1([C@@H]([C@@H]([C@](CCC([O-])=O)(C)C/1=2)CC([O-])=O)[C@@]6(C)([C@@](C)(CC([O-])=O)[C@H](CCC(=O)[O-])C(\C(/C)=C5([C@@](C)(CC(N)=O)[C@@H](C(\C=3)=[N+]45)CCC([O-])=O))=[N+]6\7))))=8))),True,CC1=C2[N]3[C@@H]([C@H](CC(=O)[O-])[C@@]2(C)CCC(=O)[O-])[C@]2(C)[N+]4=C(C(C)=C5[N+]6=C(C=C7[N+](=C1[C@@H](CCC(=O)[O-])C7(C)C)[Co-2]364)[C@@H](CCC(=O)[O-])[C@]5(C)CC(N)=O)[C@@H](CCC(=O)[O-])[C@]2(C)CC(=O)[O-],NJNUXMOGJWUPPV-RXRJAZRGSA-G
